P01D10B,P01A02,P01A03,P01A04,P01A05,P01A06,P01A07,CP,CAPITULO,SECCION,PREGUNTA,DEFINICION DE INCONSISTENCIA,CODIGO ERROR,COMENTARIOS
2001.0,1.0,6.0,338.0,0087,9.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2001.0,1.0,6.0,338.0,0051,5.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2601.0,20.0,9.0,24104.0,0121,1.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2101.0,9.0,4.0,11154.0,33,16.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2601.0,20.0,9.0,24104.0,0069,1.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2101.0,9.0,4.0,11151.0,48,9.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2101.0,9.0,4.0,11151.0,68,5.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2101.0,9.0,4.0,11151.0,16,13.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2101.0,9.0,4.0,11151.0,47,10.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2101.0,9.0,4.0,11154.0,23,5.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2101.0,9.0,4.0,11154.0,38,11.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2101.0,9.0,4.0,11154.0,32,14.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2501.0,16.0,8.0,20123.0,0074,15.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2501.0,16.0,8.0,20123.0,0045,12.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2501.0,16.0,1.0,20332.0,0134,11.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2501.0,16.0,1.0,20332.0,0171,14.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2101.0,9.0,4.0,11151.0,12,14.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2501.0,16.0,3.0,19744.0,0103,8.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2501.0,16.0,1.0,20332.0,0090,8.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2601.0,20.0,7.0,23918.0,0144,1.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2601.0,20.0,9.0,24104.0,0091,1.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2601.0,20.0,9.0,24104.0,0054,7.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2501.0,16.0,1.0,20332.0,0162,13.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2701.0,22.0,10.0,25402.0,0005,1.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2701.0,22.0,1.0,25010.0,0110,8.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2701.0,22.0,10.0,25402.0,18,3.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2701.0,22.0,10.0,25402.0,4,4.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2701.0,22.0,10.0,25402.0,69,13.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2701.0,22.0,10.0,25402.0,33,7.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2701.0,22.0,10.0,25402.0,0061,12.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2701.0,22.0,10.0,25402.0,54,11.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2701.0,22.0,1.0,25010.0,0013,1.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2701.0,22.0,1.0,25010.0,185,15.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2701.0,22.0,1.0,25010.0,0092,7.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2701.0,22.0,1.0,25010.0,0060,5.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2701.0,22.0,1.0,25010.0,0167,13.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2701.0,22.0,1.0,25010.0,0031,3.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2701.0,22.0,1.0,25010.0,0111,9.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2701.0,22.0,1.0,25010.0,0139,11.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2701.0,22.0,1.0,25010.0,0050,4.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2701.0,22.0,1.0,25010.0,0072,6.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2701.0,22.0,1.0,25010.0,0030,2.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2701.0,22.0,1.0,25010.0,0129,10.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2701.0,22.0,1.0,25010.0,0149,12.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2701.0,22.0,1.0,25010.0,0174,14.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2501.0,16.0,8.0,19744.0,0023,7.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2401.0,13.0,8.0,16094.0,95,5.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2501.0,16.0,3.0,19744.0,0040,6.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2301.0,11.0,8.0,13456.0,0094,9.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2201.0,9.0,1.0,10745.0,78,9.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2201.0,9.0,1.0,10745.0,37,12.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2201.0,9.0,1.0,10745.0,0059,13.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2201.0,9.0,1.0,10745.0,64,7.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2201.0,9.0,1.0,10745.0,0056,6.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2201.0,9.0,1.0,10745.0,0084,10.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2201.0,13.0,1.0,15430.0,62,7.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2501.0,16.0,1.0,20332.0,0145,12.0,2.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2301.0,11.0,5.0,13252.0,0045,6.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2301.0,11.0,5.0,13252.0,0037,5.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
2301.0,11.0,2.0,13159.0,0118,7.0,1.0,0.0,1,D,1,La cantidad de hogares en la variable total de hogares de la sección de control de la entrevista es diferente a la variable de total de hogares en la sección hogares en la vivienda .,01D0101,
